X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 219.962, image_00000.png
6293.58, 8442.34, 1800, 219.962, image_00001.png
6287.26, 8434.58, 1800, 219.159, image_00002.png
6281.06, 8426.74, 1800, 218.317, image_00003.png
6274.99, 8418.79, 1800, 217.416, image_00004.png
6269.04, 8410.75, 1800, 216.47, image_00005.png
6263.24, 8402.61, 1800, 215.458, image_00006.png
6257.59, 8394.35, 1800, 214.387, image_00007.png
6252.11, 8385.99, 1800, 213.25, image_00008.png
6246.81, 8377.51, 1800, 212.033, image_00009.png
6241.69, 8368.92, 1800, 210.744, image_00010.png
6236.79, 8360.2, 1800, 209.361, image_00011.png
6232.11, 8351.37, 1800, 207.887, image_00012.png
6227.68, 8342.4, 1800, 206.318, image_00013.png
6223.51, 8333.31, 1800, 204.632, image_00014.png
6219.62, 8324.1, 1800, 202.844, image_00015.png
6216.05, 8314.76, 1800, 200.929, image_00016.png
6212.81, 8305.3, 1800, 198.895, image_00017.png
6209.93, 8295.72, 1800, 196.728, image_00018.png
6207.44, 8286.04, 1800, 194.435, image_00019.png
6205.35, 8276.26, 1800, 192.015, image_00020.png
6203.71, 8266.39, 1800, 189.468, image_00021.png
6202.52, 8256.46, 1800, 186.812, image_00022.png
6201.81, 8246.49, 1800, 184.055, image_00023.png
6201.59, 8236.49, 1800, 181.221, image_00024.png
6201.88, 8226.5, 1800, 178.325, image_00025.png
6202.68, 8216.53, 1800, 175.408, image_00026.png
6203.99, 8206.61, 1800, 172.487, image_00027.png
6205.79, 8196.78, 1800, 169.599, image_00028.png
6208.08, 8187.04, 1800, 166.774, image_00029.png
6210.82, 8177.43, 1800, 164.039, image_00030.png
6214.01, 8167.95, 1800, 161.414, image_00031.png
6217.6, 8158.62, 1800, 158.925, image_00032.png
6221.58, 8149.44, 1800, 156.581, image_00033.png
6225.9, 8140.42, 1800, 154.39, image_00034.png
6230.53, 8131.56, 1800, 152.367, image_00035.png
6235.46, 8122.86, 1800, 150.502, image_00036.png
6240.63, 8114.3, 1800, 148.802, image_00037.png
6246.04, 8105.89, 1800, 147.268, image_00038.png
6251.65, 8097.61, 1800, 145.883, image_00039.png
6257.43, 8089.45, 1800, 144.657, image_00040.png
6263.37, 8081.4, 1800, 143.578, image_00041.png
6269.44, 8073.46, 1800, 142.636, image_00042.png
6275.61, 8065.59, 1800, 141.841, image_00043.png
6281.88, 8057.8, 1800, 141.178, image_00044.png
6288.22, 8050.07, 1800, 140.647, image_00045.png
6294.62, 8042.38, 1800, 140.25, image_00046.png
6301.05, 8034.72, 1800, 139.981, image_00047.png
6307.5, 8027.08, 1800, 139.844, image_00048.png
6313.94, 8019.43, 1800, 139.845, image_00049.png
6320.38, 8011.78, 1800, 139.976, image_00050.png
6326.77, 8004.09, 1800, 140.252, image_00051.png
6333.11, 7996.35, 1800, 140.677, image_00052.png
6339.37, 7988.55, 1800, 141.251, image_00053.png
6345.52, 7980.68, 1800, 141.997, image_00054.png
6351.56, 7972.7, 1800, 142.919, image_00055.png
6357.43, 7964.61, 1800, 144.031, image_00056.png
6363.12, 7956.38, 1800, 145.353, image_00057.png
6368.58, 7948, 1800, 146.902, image_00058.png
6373.78, 7939.46, 1800, 148.697, image_00059.png
6378.67, 7930.74, 1800, 150.752, image_00060.png
6383.19, 7921.82, 1800, 153.1, image_00061.png
6387.31, 7912.71, 1800, 155.742, image_00062.png
6390.94, 7903.39, 1800, 158.694, image_00063.png
6394.04, 7893.89, 1800, 161.957, image_00064.png
6396.55, 7884.2, 1800, 165.506, image_00065.png
6398.41, 7874.38, 1800, 169.315, image_00066.png
6399.58, 7864.45, 1800, 173.321, image_00067.png
6400.03, 7854.46, 1800, 177.455, image_00068.png
6399.75, 7844.46, 1800, 181.623, image_00069.png
6398.8, 7834.51, 1800, 185.53, image_00070.png
6397.24, 7824.63, 1800, 188.978, image_00071.png
6395.17, 7814.85, 1800, 191.994, image_00072.png
6392.65, 7805.17, 1800, 194.611, image_00073.png
6389.75, 7795.6, 1800, 196.874, image_00074.png
6386.53, 7786.13, 1800, 198.827, image_00075.png
6383.02, 7776.77, 1800, 200.506, image_00076.png
6379.29, 7767.49, 1800, 201.949, image_00077.png
6375.35, 7758.3, 1800, 203.186, image_00078.png
6371.25, 7749.18, 1800, 204.239, image_00079.png
6367, 7740.13, 1800, 205.134, image_00080.png
6362.64, 7731.13, 1800, 205.892, image_00081.png
6358.17, 7722.18, 1800, 206.517, image_00082.png
6353.63, 7713.27, 1800, 207.035, image_00083.png
6349.02, 7704.4, 1800, 207.453, image_00084.png
6344.36, 7695.55, 1800, 207.775, image_00085.png
6339.66, 7686.72, 1800, 208.015, image_00086.png
6334.94, 7677.91, 1800, 208.177, image_00087.png
6330.21, 7669.1, 1800, 208.268, image_00088.png
6325.47, 7660.29, 1800, 208.294, image_00089.png
6320.73, 7651.49, 1800, 208.253, image_00090.png
6316.01, 7642.67, 1800, 208.154, image_00091.png
6311.32, 7633.84, 1800, 208.002, image_00092.png
6306.66, 7624.99, 1800, 207.791, image_00093.png
6302.03, 7616.13, 1800, 207.53, image_00094.png
6297.46, 7607.23, 1800, 207.219, image_00095.png
6292.94, 7598.31, 1800, 206.857, image_00096.png
6288.48, 7589.36, 1800, 206.45, image_00097.png
6284.1, 7580.37, 1800, 205.992, image_00098.png
6279.8, 7571.35, 1800, 205.491, image_00099.png
6275.58, 7562.28, 1800, 204.942, image_00100.png
6271.45, 7553.17, 1800, 204.351, image_00101.png
6267.43, 7544.01, 1800, 203.71, image_00102.png
6263.52, 7534.81, 1800, 203.031, image_00103.png
6259.72, 7525.56, 1800, 202.301, image_00104.png
6256.05, 7516.26, 1800, 201.529, image_00105.png
6252.51, 7506.9, 1800, 200.711, image_00106.png
6249.11, 7497.5, 1800, 199.853, image_00107.png
6245.86, 7488.04, 1800, 198.977, image_00108.png
6242.74, 7478.54, 1800, 198.145, image_00109.png
6239.76, 7469, 1800, 197.351, image_00110.png
6236.9, 7459.42, 1800, 196.604, image_00111.png
6234.16, 7449.8, 1800, 195.895, image_00112.png
6231.53, 7440.15, 1800, 195.233, image_00113.png
6229.01, 7430.47, 1800, 194.605, image_00114.png
6226.58, 7420.77, 1800, 194.024, image_00115.png
6224.25, 7411.05, 1800, 193.476, image_00116.png
6222, 7401.3, 1800, 192.971, image_00117.png
6219.84, 7391.54, 1800, 192.502, image_00118.png
6217.75, 7381.76, 1800, 192.066, image_00119.png
6215.72, 7371.97, 1800, 191.671, image_00120.png
6213.76, 7362.16, 1800, 191.31, image_00121.png
6211.85, 7352.35, 1800, 190.981, image_00122.png
6210, 7342.52, 1800, 190.689, image_00123.png
6208.19, 7332.69, 1800, 190.43, image_00124.png
6206.42, 7322.84, 1800, 190.204, image_00125.png
6204.68, 7313, 1800, 190.013, image_00126.png
6202.96, 7303.14, 1800, 189.85, image_00127.png
6201.28, 7293.29, 1800, 189.722, image_00128.png
6199.6, 7283.43, 1800, 189.628, image_00129.png
6197.94, 7273.57, 1800, 189.562, image_00130.png
6196.28, 7263.71, 1800, 189.533, image_00131.png
6194.63, 7253.84, 1800, 189.529, image_00132.png
6192.97, 7243.98, 1800, 189.564, image_00133.png
6191.3, 7234.12, 1800, 189.626, image_00134.png
6189.61, 7224.27, 1800, 189.721, image_00135.png
6187.9, 7214.41, 1800, 189.851, image_00136.png
6186.16, 7204.57, 1800, 190.013, image_00137.png
6184.39, 7194.72, 1800, 190.207, image_00138.png
6182.58, 7184.89, 1800, 190.434, image_00139.png
6180.72, 7175.06, 1800, 190.7, image_00140.png
6178.82, 7165.25, 1800, 190.997, image_00141.png
6176.85, 7155.44, 1800, 191.332, image_00142.png
6174.83, 7145.65, 1800, 191.7, image_00143.png
6172.73, 7135.87, 1800, 192.108, image_00144.png
6170.56, 7126.11, 1800, 192.554, image_00145.png
6168.3, 7116.37, 1800, 193.04, image_00146.png
6165.96, 7106.65, 1800, 193.563, image_00147.png
6163.52, 7096.95, 1800, 194.129, image_00148.png
6160.98, 7087.28, 1800, 194.738, image_00149.png
6158.33, 7077.63, 1800, 195.388, image_00150.png
6155.56, 7068.02, 1800, 196.083, image_00151.png
6152.67, 7058.45, 1800, 196.827, image_00152.png
6149.65, 7048.92, 1800, 197.61, image_00153.png
6146.49, 7039.43, 1800, 198.427, image_00154.png
6143.2, 7029.99, 1800, 199.217, image_00155.png
6139.79, 7020.59, 1800, 199.974, image_00156.png
6136.26, 7011.23, 1800, 200.693, image_00157.png
6132.62, 7001.92, 1800, 201.38, image_00158.png
6128.87, 6992.65, 1800, 202.031, image_00159.png
6125.02, 6983.42, 1800, 202.644, image_00160.png
6121.08, 6974.23, 1800, 203.224, image_00161.png
6117.05, 6965.07, 1800, 203.767, image_00162.png
6112.94, 6955.96, 1800, 204.27, image_00163.png
6108.76, 6946.87, 1800, 204.734, image_00164.png
6104.51, 6937.82, 1800, 205.162, image_00165.png
6100.2, 6928.8, 1800, 205.551, image_00166.png
6095.83, 6919.8, 1800, 205.897, image_00167.png
6091.42, 6910.83, 1800, 206.199, image_00168.png
6086.96, 6901.88, 1800, 206.462, image_00169.png
6082.48, 6892.94, 1800, 206.677, image_00170.png
6077.96, 6884.02, 1800, 206.848, image_00171.png
6073.43, 6875.1, 1800, 206.967, image_00172.png
6068.88, 6866.2, 1800, 207.034, image_00173.png
6064.33, 6857.29, 1800, 207.051, image_00174.png
6059.79, 6848.38, 1800, 207.007, image_00175.png
6055.27, 6839.46, 1800, 206.9, image_00176.png
6050.77, 6830.53, 1800, 206.73, image_00177.png
6046.31, 6821.58, 1800, 206.486, image_00178.png
6041.9, 6812.61, 1800, 206.164, image_00179.png
6037.55, 6803.6, 1800, 205.755, image_00180.png
6033.28, 6794.56, 1800, 205.252, image_00181.png
6029.11, 6785.47, 1800, 204.646, image_00182.png
6025.05, 6776.33, 1800, 203.924, image_00183.png
6021.13, 6767.13, 1800, 203.067, image_00184.png
6017.37, 6757.87, 1800, 202.065, image_00185.png
6013.79, 6748.53, 1800, 200.897, image_00186.png
6010.44, 6739.11, 1800, 199.539, image_00187.png
6007.35, 6729.6, 1800, 197.962, image_00188.png
6004.56, 6719.99, 1800, 196.141, image_00189.png
6002.12, 6710.3, 1800, 194.038, image_00190.png
6000.1, 6700.5, 1800, 191.615, image_00191.png
5998.54, 6690.63, 1800, 188.885, image_00192.png
