X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 212.317, image_00000.png
6294.65, 8441.55, 1800, 212.317, image_00001.png
6289.36, 8433.06, 1800, 211.963, image_00002.png
6284.12, 8424.55, 1800, 211.584, image_00003.png
6278.95, 8415.99, 1800, 211.174, image_00004.png
6273.84, 8407.39, 1800, 210.718, image_00005.png
6268.8, 8398.75, 1800, 210.232, image_00006.png
6263.85, 8390.07, 1800, 209.686, image_00007.png
6258.99, 8381.33, 1800, 209.09, image_00008.png
6254.23, 8372.53, 1800, 208.427, image_00009.png
6249.58, 8363.68, 1800, 207.684, image_00010.png
6245.06, 8354.76, 1800, 206.848, image_00011.png
6240.7, 8345.76, 1800, 205.905, image_00012.png
6236.5, 8336.69, 1800, 204.823, image_00013.png
6232.5, 8327.52, 1800, 203.578, image_00014.png
6228.73, 8318.26, 1800, 202.125, image_00015.png
6225.24, 8308.89, 1800, 200.413, image_00016.png
6222.09, 8299.4, 1800, 198.363, image_00017.png
6219.35, 8289.78, 1800, 195.88, image_00018.png
6217.13, 8280.03, 1800, 192.814, image_00019.png
6215.57, 8270.15, 1800, 188.974, image_00020.png
6214.85, 8260.18, 1800, 184.097, image_00021.png
6215.22, 8250.18, 1800, 177.87, image_00022.png
6216.94, 8240.33, 1800, 170.034, image_00023.png
6220.25, 8230.9, 1800, 160.645, image_00024.png
6225.19, 8222.2, 1800, 140.571, image_00025.png
6231.54, 8214.48, 1800, 132.264, image_00026.png
6238.94, 8207.76, 1800, 125.913, image_00027.png
6247.04, 8201.89, 1800, 121.395, image_00028.png
6255.58, 8196.68, 1800, 118.378, image_00029.png
6264.38, 8191.93, 1800, 116.561, image_00030.png
6273.32, 8187.46, 1800, 115.695, image_00031.png
6282.34, 8183.12, 1800, 115.621, image_00032.png
6291.35, 8178.8, 1800, 116.201, image_00033.png
6300.32, 8174.38, 1800, 117.381, image_00034.png
6309.2, 8169.78, 1800, 119.085, image_00035.png
6317.94, 8164.92, 1800, 121.274, image_00036.png
6326.49, 8159.73, 1800, 123.904, image_00037.png
6334.79, 8154.15, 1800, 126.935, image_00038.png
6342.78, 8148.14, 1800, 130.302, image_00039.png
6350.41, 8141.67, 1800, 133.931, image_00040.png
6357.61, 8134.74, 1800, 137.75, image_00041.png
6364.33, 8127.33, 1800, 141.65, image_00042.png
6370.54, 8119.49, 1800, 145.561, image_00043.png
6376.19, 8111.24, 1800, 149.382, image_00044.png
6381.28, 8102.64, 1800, 153.056, image_00045.png
6385.81, 8093.72, 1800, 156.535, image_00046.png
6389.79, 8084.55, 1800, 159.782, image_00047.png
6393.25, 8075.16, 1800, 162.793, image_00048.png
6396.21, 8065.61, 1800, 165.562, image_00049.png
6398.7, 8055.93, 1800, 168.1, image_00050.png
6400.76, 8046.14, 1800, 170.349, image_00051.png
6402.44, 8036.28, 1800, 172.284, image_00052.png
6403.78, 8026.37, 1800, 173.951, image_00053.png
6404.83, 8016.43, 1800, 175.415, image_00054.png
6405.63, 8006.46, 1800, 176.706, image_00055.png
6406.21, 7996.48, 1800, 177.861, image_00056.png
6406.58, 7986.48, 1800, 178.894, image_00057.png
6406.77, 7976.49, 1800, 178.894, image_00058.png
6406.8, 7966.49, 1800, 179.836, image_00059.png
6406.68, 7956.49, 1800, 180.691, image_00060.png
6406.42, 7946.49, 1800, 181.475, image_00061.png
6406.04, 7936.5, 1800, 182.199, image_00062.png
6405.54, 7926.51, 1800, 182.867, image_00063.png
6404.93, 7916.53, 1800, 183.49, image_00064.png
6404.22, 7906.55, 1800, 184.073, image_00065.png
6403.42, 7896.59, 1800, 184.616, image_00066.png
6402.52, 7886.63, 1800, 185.129, image_00067.png
6401.55, 7876.67, 1800, 185.611, image_00068.png
6400.49, 7866.73, 1800, 186.071, image_00069.png
6399.36, 7856.8, 1800, 186.505, image_00070.png
6398.15, 7846.87, 1800, 186.918, image_00071.png
6396.88, 7836.95, 1800, 187.315, image_00072.png
6395.54, 7827.04, 1800, 187.694, image_00073.png
6394.14, 7817.14, 1800, 188.056, image_00074.png
6392.68, 7807.25, 1800, 188.407, image_00075.png
6391.16, 7797.36, 1800, 188.743, image_00076.png
6389.58, 7787.49, 1800, 189.068, image_00077.png
6387.95, 7777.62, 1800, 189.386, image_00078.png
6386.27, 7767.76, 1800, 189.69, image_00079.png
6384.53, 7757.91, 1800, 189.989, image_00080.png
6382.75, 7748.08, 1800, 190.284, image_00081.png
6380.91, 7738.24, 1800, 190.567, image_00082.png
6379.03, 7728.42, 1800, 190.846, image_00083.png
6377.1, 7718.61, 1800, 191.121, image_00084.png
6375.13, 7708.81, 1800, 191.391, image_00085.png
6373.11, 7699.01, 1800, 191.659, image_00086.png
6371.04, 7689.23, 1800, 191.922, image_00087.png
6368.93, 7679.46, 1800, 192.187, image_00088.png
6366.78, 7669.69, 1800, 192.448, image_00089.png
6364.58, 7659.94, 1800, 192.711, image_00090.png
6362.33, 7650.19, 1800, 192.972, image_00091.png
6360.04, 7640.46, 1800, 193.24, image_00092.png
6357.71, 7630.73, 1800, 193.505, image_00093.png
6355.33, 7621.02, 1800, 193.78, image_00094.png
6352.9, 7611.32, 1800, 194.053, image_00095.png
6350.42, 7601.63, 1800, 194.34, image_00096.png
6347.9, 7591.96, 1800, 194.635, image_00097.png
6345.32, 7582.29, 1800, 194.934, image_00098.png
6342.69, 7572.64, 1800, 195.243, image_00099.png
6340.01, 7563.01, 1800, 195.551, image_00100.png
6337.28, 7553.39, 1800, 195.871, image_00101.png
6334.49, 7543.79, 1800, 196.193, image_00102.png
6331.64, 7534.2, 1800, 196.518, image_00103.png
6328.75, 7524.63, 1800, 196.845, image_00104.png
6325.8, 7515.08, 1800, 197.175, image_00105.png
6322.79, 7505.54, 1800, 197.501, image_00106.png
6319.73, 7496.02, 1800, 197.83, image_00107.png
6316.61, 7486.52, 1800, 198.149, image_00108.png
6313.45, 7477.03, 1800, 198.466, image_00109.png
6310.23, 7467.56, 1800, 198.769, image_00110.png
6306.96, 7458.11, 1800, 199.063, image_00111.png
6303.65, 7448.67, 1800, 199.338, image_00112.png
6300.3, 7439.25, 1800, 199.594, image_00113.png
6296.91, 7429.85, 1800, 199.825, image_00114.png
6293.48, 7420.45, 1800, 200.025, image_00115.png
6290.03, 7411.06, 1800, 200.194, image_00116.png
6286.56, 7401.69, 1800, 200.32, image_00117.png
6283.07, 7392.31, 1800, 200.407, image_00118.png
6279.58, 7382.94, 1800, 200.443, image_00119.png
6276.09, 7373.57, 1800, 200.428, image_00120.png
6272.61, 7364.2, 1800, 200.357, image_00121.png
6269.15, 7354.81, 1800, 200.224, image_00122.png
6265.73, 7345.42, 1800, 200.038, image_00123.png
6262.34, 7336.01, 1800, 199.784, image_00124.png
6259.01, 7326.58, 1800, 199.476, image_00125.png
6255.73, 7317.13, 1800, 199.106, image_00126.png
6252.53, 7307.66, 1800, 198.685, image_00127.png
6249.4, 7298.16, 1800, 198.21, image_00128.png
6246.36, 7288.64, 1800, 197.723, image_00129.png
