X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 219.586, image_00000.png
6293.63, 8442.29, 1800, 219.586, image_00001.png
6287.29, 8434.56, 1800, 219.317, image_00002.png
6280.99, 8426.79, 1800, 219.028, image_00003.png
6274.74, 8418.99, 1800, 218.711, image_00004.png
6268.53, 8411.14, 1800, 218.359, image_00005.png
6262.38, 8403.26, 1800, 217.973, image_00006.png
6256.29, 8395.33, 1800, 217.536, image_00007.png
6250.26, 8387.35, 1800, 217.056, image_00008.png
6244.31, 8379.31, 1800, 216.508, image_00009.png
6238.45, 8371.21, 1800, 215.884, image_00010.png
6232.69, 8363.04, 1800, 215.168, image_00011.png
6227.05, 8354.78, 1800, 214.337, image_00012.png
6221.55, 8346.43, 1800, 213.362, image_00013.png
6216.22, 8337.97, 1800, 212.199, image_00014.png
6211.1, 8329.38, 1800, 210.789, image_00015.png
6206.25, 8320.63, 1800, 209.039, image_00016.png
6201.74, 8311.71, 1800, 206.819, image_00017.png
6197.68, 8302.57, 1800, 203.908, image_00018.png
6194.27, 8293.17, 1800, 199.934, image_00019.png
6191.8, 8283.48, 1800, 194.263, image_00020.png
6190.8, 8273.53, 1800, 185.763, image_00021.png
6192.04, 8263.61, 1800, 155.257, image_00022.png
6196.25, 8254.54, 1800, 137.098, image_00023.png
6203.07, 8247.23, 1800, 123.459, image_00024.png
6211.42, 8241.73, 1800, 114.795, image_00025.png
6220.5, 8237.55, 1800, 109.479, image_00026.png
6229.93, 8234.22, 1800, 106.22, image_00027.png
6239.54, 8231.43, 1800, 104.271, image_00028.png
6249.23, 8228.97, 1800, 103.191, image_00029.png
6258.97, 8226.69, 1800, 102.743, image_00030.png
6268.72, 8224.48, 1800, 102.787, image_00031.png
6278.47, 8222.27, 1800, 103.207, image_00032.png
6288.21, 8219.98, 1800, 103.967, image_00033.png
6297.91, 8217.57, 1800, 105.016, image_00034.png
6307.57, 8214.97, 1800, 106.334, image_00035.png
6317.16, 8212.16, 1800, 107.895, image_00036.png
6326.68, 8209.08, 1800, 109.701, image_00037.png
6336.09, 8205.71, 1800, 111.73, image_00038.png
6345.38, 8202, 1800, 113.973, image_00039.png
6354.51, 8197.93, 1800, 116.278, image_00040.png
6363.48, 8193.5, 1800, 118.486, image_00041.png
6372.27, 8188.73, 1800, 120.611, image_00042.png
6380.87, 8183.63, 1800, 122.661, image_00043.png
6389.29, 8178.23, 1800, 124.642, image_00044.png
6397.51, 8172.54, 1800, 126.57, image_00045.png
6405.54, 8166.58, 1800, 128.446, image_00046.png
6413.37, 8160.36, 1800, 130.285, image_00047.png
6421, 8153.89, 1800, 132.092, image_00048.png
6428.41, 8147.19, 1800, 133.868, image_00049.png
6435.62, 8140.25, 1800, 135.624, image_00050.png
6442.61, 8133.1, 1800, 137.365, image_00051.png
6449.38, 8125.75, 1800, 139.1, image_00052.png
6455.93, 8118.18, 1800, 140.836, image_00053.png
6462.24, 8110.43, 1800, 142.563, image_00054.png
6468.32, 8102.49, 1800, 144.303, image_00055.png
6474.15, 8094.36, 1800, 146.05, image_00056.png
6479.73, 8086.07, 1800, 147.819, image_00057.png
6485.05, 8077.6, 1800, 149.6, image_00058.png
6490.11, 8068.97, 1800, 151.411, image_00059.png
6494.89, 8060.19, 1800, 153.249, image_00060.png
6499.39, 8051.26, 1800, 155.121, image_00061.png
6503.6, 8042.19, 1800, 157.056, image_00062.png
6507.49, 8032.98, 1800, 159.062, image_00063.png
6511.06, 8023.64, 1800, 161.123, image_00064.png
6514.29, 8014.17, 1800, 163.233, image_00065.png
6517.17, 8004.6, 1800, 165.381, image_00066.png
6519.69, 7994.92, 1800, 167.546, image_00067.png
6521.85, 7985.15, 1800, 169.723, image_00068.png
6523.63, 7975.31, 1800, 171.895, image_00069.png
6525.03, 7965.41, 1800, 174.049, image_00070.png
6526.07, 7955.47, 1800, 176.172, image_00071.png
6526.73, 7945.49, 1800, 178.257, image_00072.png
6527.03, 7935.49, 1800, 180.292, image_00073.png
6526.98, 7925.49, 1800, 182.268, image_00074.png
6526.58, 7915.5, 1800, 184.181, image_00075.png
6525.85, 7905.53, 1800, 186.024, image_00076.png
6524.79, 7895.59, 1800, 187.801, image_00077.png
6523.43, 7885.68, 1800, 189.5, image_00078.png
6521.78, 7875.82, 1800, 191.129, image_00079.png
6519.85, 7866, 1800, 192.681, image_00080.png
6517.65, 7856.25, 1800, 194.164, image_00081.png
6515.2, 7846.55, 1800, 195.574, image_00082.png
6512.51, 7836.92, 1800, 196.921, image_00083.png
6509.6, 7827.35, 1800, 198.196, image_00084.png
6506.48, 7817.86, 1800, 199.413, image_00085.png
6503.15, 7808.42, 1800, 200.569, image_00086.png
6499.64, 7799.06, 1800, 201.654, image_00087.png
6495.95, 7789.77, 1800, 202.646, image_00088.png
6492.09, 7780.54, 1800, 203.543, image_00089.png
6488.1, 7771.37, 1800, 204.361, image_00090.png
6483.97, 7762.26, 1800, 205.104, image_00091.png
6479.73, 7753.21, 1800, 205.783, image_00092.png
6475.38, 7744.2, 1800, 206.409, image_00093.png
6470.93, 7735.25, 1800, 206.977, image_00094.png
6466.4, 7726.34, 1800, 207.506, image_00095.png
6461.78, 7717.47, 1800, 207.986, image_00096.png
6457.08, 7708.64, 1800, 208.429, image_00097.png
6452.32, 7699.84, 1800, 208.839, image_00098.png
6447.5, 7691.08, 1800, 209.216, image_00099.png
6442.62, 7682.36, 1800, 209.561, image_00100.png
6437.68, 7673.66, 1800, 209.88, image_00101.png
6432.7, 7664.99, 1800, 210.171, image_00102.png
6427.68, 7656.34, 1800, 210.438, image_00103.png
6422.61, 7647.72, 1800, 210.684, image_00104.png
6417.51, 7639.12, 1800, 210.908, image_00105.png
6412.37, 7630.54, 1800, 211.111, image_00106.png
6407.2, 7621.98, 1800, 211.294, image_00107.png
6402.01, 7613.43, 1800, 211.457, image_00108.png
6396.79, 7604.9, 1800, 211.606, image_00109.png
6391.55, 7596.39, 1800, 211.735, image_00110.png
6386.29, 7587.88, 1800, 211.85, image_00111.png
6381.01, 7579.39, 1800, 211.947, image_00112.png
6375.72, 7570.9, 1800, 212.027, image_00113.png
6370.42, 7562.42, 1800, 212.096, image_00114.png
6365.1, 7553.95, 1800, 212.145, image_00115.png
6359.78, 7545.49, 1800, 212.181, image_00116.png
6354.46, 7537.02, 1800, 212.203, image_00117.png
6349.13, 7528.56, 1800, 212.21, image_00118.png
6343.8, 7520.1, 1800, 212.2, image_00119.png
6338.47, 7511.64, 1800, 212.179, image_00120.png
6333.14, 7503.17, 1800, 212.138, image_00121.png
6327.82, 7494.71, 1800, 212.085, image_00122.png
6322.51, 7486.23, 1800, 212.013, image_00123.png
6317.21, 7477.75, 1800, 211.93, image_00124.png
6311.92, 7469.27, 1800, 211.93, image_00125.png
6306.65, 7460.77, 1800, 211.824, image_00126.png
6301.39, 7452.26, 1800, 211.707, image_00127.png
6296.16, 7443.74, 1800, 211.568, image_00128.png
6290.94, 7435.21, 1800, 211.42, image_00129.png
6285.75, 7426.66, 1800, 211.271, image_00130.png
6280.59, 7418.1, 1800, 211.107, image_00131.png
6275.45, 7409.52, 1800, 210.94, image_00132.png
6270.33, 7400.93, 1800, 210.768, image_00133.png
6265.24, 7392.32, 1800, 210.583, image_00134.png
6260.18, 7383.7, 1800, 210.393, image_00135.png
6255.15, 7375.05, 1800, 210.192, image_00136.png
6250.16, 7366.39, 1800, 209.98, image_00137.png
6245.19, 7357.71, 1800, 209.757, image_00138.png
6240.27, 7349.01, 1800, 209.526, image_00139.png
6235.38, 7340.28, 1800, 209.276, image_00140.png
6230.52, 7331.54, 1800, 209.016, image_00141.png
6225.72, 7322.77, 1800, 208.741, image_00142.png
6220.95, 7313.98, 1800, 208.445, image_00143.png
6216.24, 7305.16, 1800, 208.134, image_00144.png
6211.57, 7296.32, 1800, 207.8, image_00145.png
6206.96, 7287.44, 1800, 207.443, image_00146.png
6202.41, 7278.54, 1800, 207.061, image_00147.png
6197.93, 7269.6, 1800, 206.651, image_00148.png
6193.51, 7260.63, 1800, 206.205, image_00149.png
6189.17, 7251.62, 1800, 205.724, image_00150.png
6184.91, 7242.57, 1800, 205.196, image_00151.png
6180.75, 7233.48, 1800, 204.626, image_00152.png
6176.68, 7224.34, 1800, 203.992, image_00153.png
6172.72, 7215.16, 1800, 203.293, image_00154.png
6168.89, 7205.92, 1800, 202.516, image_00155.png
6165.21, 7196.63, 1800, 201.64, image_00156.png
6161.68, 7187.27, 1800, 200.652, image_00157.png
6158.34, 7177.84, 1800, 199.521, image_00158.png
6155.21, 7168.35, 1800, 198.209, image_00159.png
6152.34, 7158.77, 1800, 196.671, image_00160.png
6149.78, 7149.1, 1800, 194.832, image_00161.png
6147.59, 7139.34, 1800, 192.643, image_00162.png
6145.81, 7129.5, 1800, 190.204, image_00163.png
6144.49, 7119.59, 1800, 187.565, image_00164.png
6143.65, 7109.62, 1800, 184.817, image_00165.png
6143.29, 7099.63, 1800, 182.082, image_00166.png
6143.36, 7089.63, 1800, 179.541, image_00167.png
6143.82, 7079.64, 1800, 177.355, image_00168.png
6144.57, 7069.67, 1800, 175.674, image_00169.png
6145.52, 7059.72, 1800, 174.563, image_00170.png
6146.56, 7049.77, 1800, 174.028, image_00171.png
6147.6, 7039.82, 1800, 174.015, image_00172.png
6148.58, 7029.87, 1800, 174.424, image_00173.png
6149.42, 7019.91, 1800, 175.153, image_00174.png
6150.1, 7009.93, 1800, 176.107, image_00175.png
6150.59, 6999.94, 1800, 177.196, image_00176.png
6150.88, 6989.95, 1800, 178.358, image_00177.png
6150.96, 6979.95, 1800, 179.544, image_00178.png
6150.84, 6969.95, 1800, 180.721, image_00179.png
6150.51, 6959.95, 1800, 181.864, image_00180.png
6150, 6949.97, 1800, 182.96, image_00181.png
6149.3, 6939.99, 1800, 183.98, image_00182.png
6148.46, 6930.03, 1800, 184.842, image_00183.png
6147.49, 6920.07, 1800, 185.56, image_00184.png
6146.42, 6910.13, 1800, 186.168, image_00185.png
6145.26, 6900.2, 1800, 186.689, image_00186.png
6144.01, 6890.28, 1800, 187.137, image_00187.png
6142.71, 6880.36, 1800, 187.524, image_00188.png
6141.34, 6870.46, 1800, 187.864, image_00189.png
6139.92, 6860.56, 1800, 188.156, image_00190.png
6138.46, 6850.66, 1800, 188.412, image_00191.png
6136.96, 6840.78, 1800, 188.635, image_00192.png
6135.42, 6830.9, 1800, 188.827, image_00193.png
6133.86, 6821.02, 1800, 188.995, image_00194.png
6132.27, 6811.15, 1800, 189.134, image_00195.png
6130.66, 6801.28, 1800, 189.252, image_00196.png
6129.04, 6791.41, 1800, 189.346, image_00197.png
6127.4, 6781.54, 1800, 189.424, image_00198.png
6125.76, 6771.68, 1800, 189.478, image_00199.png
6124.1, 6761.82, 1800, 189.512, image_00200.png
6122.45, 6751.96, 1800, 189.529, image_00201.png
6120.79, 6742.09, 1800, 189.523, image_00202.png
6119.14, 6732.23, 1800, 189.5, image_00203.png
6117.5, 6722.37, 1800, 189.453, image_00204.png
6115.87, 6712.5, 1800, 189.385, image_00205.png
6114.25, 6702.63, 1800, 189.294, image_00206.png
6112.66, 6692.76, 1800, 189.176, image_00207.png
6111.09, 6682.88, 1800, 189.028, image_00208.png
6109.55, 6673, 1800, 188.851, image_00209.png
6108.05, 6663.12, 1800, 188.634, image_00210.png
6106.59, 6653.22, 1800, 188.378, image_00211.png
6105.19, 6643.32, 1800, 188.068, image_00212.png
6103.85, 6633.41, 1800, 187.7, image_00213.png
6102.58, 6623.49, 1800, 187.259, image_00214.png
6101.41, 6613.56, 1800, 186.722, image_00215.png
6100.35, 6603.62, 1800, 186.067, image_00216.png
6099.43, 6593.66, 1800, 185.257, image_00217.png
6098.68, 6583.69, 1800, 184.326, image_00218.png
6098.1, 6573.71, 1800, 183.313, image_00219.png
6097.71, 6563.71, 1800, 182.23, image_00220.png
6097.51, 6553.72, 1800, 181.082, image_00221.png
6097.53, 6543.72, 1800, 179.891, image_00222.png
6097.75, 6533.72, 1800, 178.702, image_00223.png
6098.17, 6523.73, 1800, 177.579, image_00224.png
6098.76, 6513.74, 1800, 176.608, image_00225.png
6099.48, 6503.77, 1800, 175.89, image_00226.png
6100.26, 6493.8, 1800, 175.526, image_00227.png
6101.03, 6483.83, 1800, 175.589, image_00228.png
6101.71, 6473.85, 1800, 176.09, image_00229.png
6102.24, 6463.87, 1800, 176.994, image_00230.png
6102.55, 6453.87, 1800, 178.197, image_00231.png
6102.63, 6443.87, 1800, 179.593, image_00232.png
6102.45, 6433.87, 1800, 181.063, image_00233.png
6102.01, 6423.88, 1800, 182.528, image_00234.png
6101.33, 6413.91, 1800, 183.932, image_00235.png
6100.42, 6403.95, 1800, 185.238, image_00236.png
6099.3, 6394.01, 1800, 186.431, image_00237.png
6098, 6384.1, 1800, 187.481, image_00238.png
6096.55, 6374.2, 1800, 188.38, image_00239.png
6094.95, 6364.33, 1800, 189.178, image_00240.png
6093.24, 6354.48, 1800, 189.887, image_00241.png
6091.41, 6344.65, 1800, 190.535, image_00242.png
6089.48, 6334.83, 1800, 191.131, image_00243.png
6087.46, 6325.04, 1800, 191.678, image_00244.png
6085.35, 6315.27, 1800, 192.196, image_00245.png
6083.16, 6305.51, 1800, 192.681, image_00246.png
6080.88, 6295.77, 1800, 193.144, image_00247.png
6078.54, 6286.05, 1800, 193.584, image_00248.png
6076.12, 6276.35, 1800, 194.01, image_00249.png
6073.63, 6266.66, 1800, 194.417, image_00250.png
6071.07, 6256.99, 1800, 194.815, image_00251.png
6068.45, 6247.34, 1800, 195.201, image_00252.png
6065.77, 6237.71, 1800, 195.581, image_00253.png
6063.02, 6228.1, 1800, 195.947, image_00254.png
6060.21, 6218.5, 1800, 196.315, image_00255.png
6057.34, 6208.92, 1800, 196.672, image_00256.png
6054.42, 6199.36, 1800, 197.029, image_00257.png
6051.43, 6189.81, 1800, 197.379, image_00258.png
6048.39, 6180.29, 1800, 197.733, image_00259.png
6045.28, 6170.78, 1800, 198.078, image_00260.png
6042.12, 6161.29, 1800, 198.43, image_00261.png
6038.91, 6151.83, 1800, 198.78, image_00262.png
6035.63, 6142.38, 1800, 199.127, image_00263.png
6032.3, 6132.95, 1800, 199.48, image_00264.png
6028.9, 6123.54, 1800, 199.833, image_00265.png
6025.45, 6114.16, 1800, 200.189, image_00266.png
6021.95, 6104.79, 1800, 200.549, image_00267.png
6018.38, 6095.45, 1800, 200.914, image_00268.png
6014.75, 6086.13, 1800, 201.281, image_00269.png
6011.06, 6076.84, 1800, 201.658, image_00270.png
6007.31, 6067.57, 1800, 202.036, image_00271.png
6003.5, 6058.32, 1800, 202.423, image_00272.png
5999.62, 6049.1, 1800, 202.818, image_00273.png
5995.68, 6039.91, 1800, 203.216, image_00274.png
5991.68, 6030.75, 1800, 203.611, image_00275.png
5987.61, 6021.61, 1800, 203.997, image_00276.png
5983.48, 6012.5, 1800, 204.376, image_00277.png
5979.3, 6003.42, 1800, 204.753, image_00278.png
5975.05, 5994.37, 1800, 205.121, image_00279.png
5970.75, 5985.34, 1800, 205.485, image_00280.png
5966.39, 5976.34, 1800, 205.843, image_00281.png
5961.98, 5967.37, 1800, 206.196, image_00282.png
5957.51, 5958.42, 1800, 206.544, image_00283.png
5952.99, 5949.5, 1800, 206.885, image_00284.png
5948.42, 5940.61, 1800, 207.225, image_00285.png
5943.79, 5931.74, 1800, 207.558, image_00286.png
5939.12, 5922.9, 1800, 207.887, image_00287.png
5934.39, 5914.09, 1800, 208.212, image_00288.png
5929.62, 5905.3, 1800, 208.533, image_00289.png
5924.79, 5896.54, 1800, 208.85, image_00290.png
5919.92, 5887.81, 1800, 209.163, image_00291.png
5915, 5879.1, 1800, 209.475, image_00292.png
5910.04, 5870.42, 1800, 209.779, image_00293.png
5905.03, 5861.77, 1800, 210.086, image_00294.png
5899.97, 5853.14, 1800, 210.384, image_00295.png
5894.87, 5844.54, 1800, 210.682, image_00296.png
5889.72, 5835.97, 1800, 210.978, image_00297.png
5884.53, 5827.42, 1800, 211.268, image_00298.png
5879.3, 5818.9, 1800, 211.56, image_00299.png
5874.02, 5810.4, 1800, 211.848, image_00300.png
5868.71, 5801.93, 1800, 212.134, image_00301.png
5863.35, 5793.49, 1800, 212.417, image_00302.png
5857.95, 5785.08, 1800, 212.7, image_00303.png
5852.5, 5776.69, 1800, 212.98, image_00304.png
5847.02, 5768.32, 1800, 213.259, image_00305.png
5841.5, 5759.99, 1800, 213.538, image_00306.png
5835.93, 5751.68, 1800, 213.815, image_00307.png
5830.33, 5743.4, 1800, 214.091, image_00308.png
5824.69, 5735.14, 1800, 214.367, image_00309.png
5819, 5726.91, 1800, 214.643, image_00310.png
5813.28, 5718.71, 1800, 214.92, image_00311.png
5807.52, 5710.54, 1800, 215.194, image_00312.png
5801.72, 5702.39, 1800, 215.468, image_00313.png
5795.87, 5694.28, 1800, 215.748, image_00314.png
5790, 5686.19, 1800, 216.019, image_00315.png
5784.08, 5678.13, 1800, 216.292, image_00316.png
5778.12, 5670.09, 1800, 216.559, image_00317.png
5772.13, 5662.09, 1800, 216.822, image_00318.png
5766.1, 5654.11, 1800, 217.076, image_00319.png
5760.04, 5646.16, 1800, 217.325, image_00320.png
5753.94, 5638.23, 1800, 217.571, image_00321.png
5747.82, 5630.33, 1800, 217.804, image_00322.png
5741.66, 5622.45, 1800, 218.033, image_00323.png
5735.47, 5614.6, 1800, 218.249, image_00324.png
5729.25, 5606.76, 1800, 218.458, image_00325.png
5723, 5598.95, 1800, 218.655, image_00326.png
5716.73, 5591.16, 1800, 218.842, image_00327.png
5710.44, 5583.39, 1800, 219.013, image_00328.png
5704.12, 5575.64, 1800, 219.17, image_00329.png
5697.78, 5567.9, 1800, 219.319, image_00330.png
5691.43, 5560.18, 1800, 219.448, image_00331.png
5685.06, 5552.47, 1800, 219.561, image_00332.png
5678.68, 5544.77, 1800, 219.659, image_00333.png
5672.29, 5537.08, 1800, 219.74, image_00334.png
5665.89, 5529.4, 1800, 219.802, image_00335.png
5659.48, 5521.72, 1800, 219.844, image_00336.png
5653.07, 5514.05, 1800, 219.87, image_00337.png
5646.66, 5506.37, 1800, 219.871, image_00338.png
5640.25, 5498.7, 1800, 219.857, image_00339.png
5633.85, 5491.01, 1800, 219.816, image_00340.png
5627.45, 5483.33, 1800, 219.758, image_00341.png
5621.07, 5475.63, 1800, 219.675, image_00342.png
5614.7, 5467.92, 1800, 219.572, image_00343.png
5608.34, 5460.2, 1800, 219.446, image_00344.png
5602.01, 5452.46, 1800, 219.296, image_00345.png
5595.7, 5444.71, 1800, 219.124, image_00346.png
5589.41, 5436.93, 1800, 218.921, image_00347.png
5583.16, 5429.12, 1800, 218.678, image_00348.png
5576.95, 5421.28, 1800, 218.4, image_00349.png
5570.78, 5413.41, 1800, 218.082, image_00350.png
5564.66, 5405.51, 1800, 217.721, image_00351.png
5558.6, 5397.56, 1800, 217.327, image_00352.png
5552.59, 5389.56, 1800, 216.891, image_00353.png
5546.65, 5381.51, 1800, 216.414, image_00354.png
5540.79, 5373.42, 1800, 215.898, image_00355.png
5535, 5365.26, 1800, 215.34, image_00356.png
5529.3, 5357.05, 1800, 214.745, image_00357.png
5523.69, 5348.77, 1800, 214.105, image_00358.png
5518.17, 5340.42, 1800, 213.426, image_00359.png
5512.77, 5332.01, 1800, 212.708, image_00360.png
5507.47, 5323.53, 1800, 211.944, image_00361.png
5502.29, 5314.97, 1800, 211.142, image_00362.png
5497.24, 5306.34, 1800, 210.304, image_00363.png
5492.33, 5297.63, 1800, 209.417, image_00364.png
5487.55, 5288.85, 1800, 208.498, image_00365.png
5482.92, 5279.99, 1800, 207.539, image_00366.png
5478.45, 5271.04, 1800, 206.544, image_00367.png
5474.13, 5262.02, 1800, 205.511, image_00368.png
5469.99, 5252.92, 1800, 204.445, image_00369.png
5466.02, 5243.74, 1800, 203.346, image_00370.png
5462.23, 5234.49, 1800, 202.219, image_00371.png
5458.63, 5225.16, 1800, 201.061, image_00372.png
5455.22, 5215.76, 1800, 199.879, image_00373.png
5452.01, 5206.29, 1800, 198.676, image_00374.png
5449, 5196.75, 1800, 197.449, image_00375.png
5446.2, 5187.15, 1800, 196.253, image_00376.png
5443.58, 5177.5, 1800, 195.135, image_00377.png
5441.14, 5167.8, 1800, 194.103, image_00378.png
