X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 243.007, image_00000.png
6291.09, 8445.46, 1800, 243.007, image_00001.png
6282.27, 8440.74, 1800, 241.85, image_00002.png
6273.56, 8435.83, 1800, 240.593, image_00003.png
6264.97, 8430.72, 1800, 239.234, image_00004.png
6256.51, 8425.38, 1800, 237.757, image_00005.png
6248.21, 8419.81, 1800, 236.145, image_00006.png
6240.08, 8413.99, 1800, 234.378, image_00007.png
6232.15, 8407.89, 1800, 232.444, image_00008.png
6224.45, 8401.51, 1800, 230.318, image_00009.png
6217.02, 8394.81, 1800, 227.974, image_00010.png
6209.9, 8387.79, 1800, 225.39, image_00011.png
6203.14, 8380.42, 1800, 222.538, image_00012.png
6196.79, 8372.7, 1800, 219.398, image_00013.png
6190.92, 8364.6, 1800, 215.951, image_00014.png
6185.6, 8356.14, 1800, 212.177, image_00015.png
6180.89, 8347.32, 1800, 208.088, image_00016.png
6176.86, 8338.16, 1800, 203.707, image_00017.png
6173.59, 8328.71, 1800, 199.085, image_00018.png
6171.12, 8319.02, 1800, 194.296, image_00019.png
6169.48, 8309.16, 1800, 189.429, image_00020.png
6168.68, 8299.19, 1800, 184.592, image_00021.png
6168.7, 8289.19, 1800, 179.885, image_00022.png
6169.5, 8279.22, 1800, 175.394, image_00023.png
6171.04, 8269.34, 1800, 171.177, image_00024.png
6173.24, 8259.59, 1800, 167.272, image_00025.png
6176.05, 8249.99, 1800, 163.689, image_00026.png
6179.4, 8240.57, 1800, 160.424, image_00027.png
6183.23, 8231.33, 1800, 157.463, image_00028.png
6187.49, 8222.28, 1800, 154.784, image_00029.png
6192.13, 8213.42, 1800, 152.36, image_00030.png
6197.1, 8204.75, 1800, 150.167, image_00031.png
6202.37, 8196.25, 1800, 148.177, image_00032.png
6207.91, 8187.93, 1800, 146.372, image_00033.png
6213.69, 8179.76, 1800, 144.731, image_00034.png
6219.67, 8171.75, 1800, 143.236, image_00035.png
6225.84, 8163.88, 1800, 141.866, image_00036.png
6232.19, 8156.15, 1800, 140.616, image_00037.png
6238.69, 8148.55, 1800, 139.468, image_00038.png
6245.32, 8141.07, 1800, 138.416, image_00039.png
6252.09, 8133.71, 1800, 137.444, image_00040.png
6258.96, 8126.45, 1800, 136.553, image_00041.png
6265.94, 8119.28, 1800, 135.738, image_00042.png
6273.02, 8112.22, 1800, 134.977, image_00043.png
6280.18, 8105.23, 1800, 134.28, image_00044.png
6287.41, 8098.33, 1800, 133.644, image_00045.png
6294.72, 8091.5, 1800, 133.059, image_00046.png
6302.09, 8084.74, 1800, 132.529, image_00047.png
6309.51, 8078.05, 1800, 132.047, image_00048.png
6316.99, 8071.41, 1800, 131.612, image_00049.png
6324.51, 8064.81, 1800, 131.234, image_00050.png
6332.07, 8058.27, 1800, 130.901, image_00051.png
6339.66, 8051.76, 1800, 130.623, image_00052.png
6347.27, 8045.27, 1800, 130.41, image_00053.png
6354.9, 8038.81, 1800, 130.255, image_00054.png
6362.54, 8032.36, 1800, 130.182, image_00055.png
6370.18, 8025.9, 1800, 130.204, image_00056.png
6377.8, 8019.43, 1800, 130.329, image_00057.png
6385.4, 8012.92, 1800, 130.621, image_00058.png
6392.93, 8006.35, 1800, 131.119, image_00059.png
6400.37, 7999.66, 1800, 131.942, image_00060.png
6407.64, 7992.8, 1800, 133.319, image_00061.png
6414.63, 7985.65, 1800, 135.703, image_00062.png
6421.09, 7978.01, 1800, 139.798, image_00063.png
6426.59, 7969.66, 1800, 146.667, image_00064.png
6430.46, 7960.44, 1800, 157.223, image_00065.png
6432.16, 7950.59, 1800, 181.959, image_00066.png
6431.82, 7940.6, 1800, 190.091, image_00067.png
6430.06, 7930.75, 1800, 195.114, image_00068.png
6427.46, 7921.1, 1800, 198.135, image_00069.png
6424.34, 7911.59, 1800, 199.949, image_00070.png
6420.93, 7902.19, 1800, 201.039, image_00071.png
6417.34, 7892.86, 1800, 201.674, image_00072.png
6413.65, 7883.57, 1800, 202.014, image_00073.png
6409.9, 7874.3, 1800, 202.165, image_00074.png
6406.13, 7865.04, 1800, 202.186, image_00075.png
6402.35, 7855.78, 1800, 202.12, image_00076.png
6398.58, 7846.51, 1800, 202.018, image_00077.png
6394.84, 7837.24, 1800, 201.926, image_00078.png
6391.1, 7827.96, 1800, 201.845, image_00079.png
6387.38, 7818.68, 1800, 201.764, image_00080.png
6383.67, 7809.4, 1800, 201.693, image_00081.png
6379.98, 7800.1, 1800, 201.624, image_00082.png
6376.29, 7790.81, 1800, 201.56, image_00083.png
6372.62, 7781.51, 1800, 201.496, image_00084.png
6368.95, 7772.2, 1800, 201.436, image_00085.png
6365.3, 7762.89, 1800, 201.436, image_00086.png
6361.65, 7753.58, 1800, 201.375, image_00087.png
