X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 208.083, image_00000.png
6295.29, 8441.18, 1800, 205.373, image_00001.png
6291.01, 8432.14, 1800, 205.373, image_00002.png
6287.21, 8422.89, 1800, 202.336, image_00003.png
6283.96, 8413.43, 1800, 195.185, image_00004.png
6281.34, 8403.78, 1800, 191.071, image_00005.png
6279.42, 8393.97, 1800, 186.652, image_00006.png
6278.26, 8384.04, 1800, 182.014, image_00007.png
6277.91, 8374.04, 1800, 177.283, image_00008.png
6278.39, 8364.05, 1800, 172.607, image_00009.png
6279.68, 8354.14, 1800, 168.126, image_00010.png
6281.73, 8344.35, 1800, 163.974, image_00011.png
6284.5, 8334.74, 1800, 160.218, image_00012.png
6287.88, 8325.33, 1800, 156.912, image_00013.png
6291.8, 8316.13, 1800, 154.058, image_00014.png
6296.18, 8307.14, 1800, 151.636, image_00015.png
6300.93, 8298.34, 1800, 149.625, image_00016.png
6305.99, 8289.71, 1800, 147.98, image_00017.png
6311.29, 8281.23, 1800, 146.665, image_00018.png
6316.78, 8272.88, 1800, 145.653, image_00019.png
6322.43, 8264.62, 1800, 144.905, image_00020.png
6328.18, 8256.44, 1800, 144.388, image_00021.png
6334, 8248.31, 1800, 144.091, image_00022.png
6339.86, 8240.21, 1800, 143.986, image_00023.png
6345.74, 8232.12, 1800, 144.051, image_00024.png
6351.61, 8224.03, 1800, 144.28, image_00025.png
6357.45, 8215.91, 1800, 144.655, image_00026.png
6363.24, 8207.75, 1800, 145.16, image_00027.png
6368.95, 8199.55, 1800, 145.799, image_00028.png
6374.57, 8191.27, 1800, 146.543, image_00029.png
6380.08, 8182.93, 1800, 147.398, image_00030.png
6385.47, 8174.51, 1800, 148.354, image_00031.png
6390.72, 8165.99, 1800, 149.395, image_00032.png
6395.81, 8157.39, 1800, 150.526, image_00033.png
6400.73, 8148.68, 1800, 151.736, image_00034.png
6405.47, 8139.87, 1800, 153.024, image_00035.png
6410, 8130.96, 1800, 154.388, image_00036.png
6414.32, 8121.94, 1800, 155.806, image_00037.png
6418.42, 8112.82, 1800, 157.271, image_00038.png
6422.29, 8103.6, 1800, 157.271, image_00039.png
6425.91, 8094.28, 1800, 158.76, image_00040.png
6429.28, 8084.87, 1800, 160.276, image_00041.png
6432.41, 8075.37, 1800, 161.796, image_00042.png
6435.28, 8065.79, 1800, 163.307, image_00043.png
6437.9, 8056.14, 1800, 164.807, image_00044.png
6440.27, 8046.42, 1800, 166.288, image_00045.png
6442.4, 8036.65, 1800, 167.737, image_00046.png
6444.28, 8026.83, 1800, 169.154, image_00047.png
6445.92, 8016.96, 1800, 170.532, image_00048.png
6447.34, 8007.07, 1800, 171.869, image_00049.png
6448.53, 7997.14, 1800, 173.161, image_00050.png
6449.5, 7987.18, 1800, 174.405, image_00051.png
6450.27, 7977.21, 1800, 175.606, image_00052.png
6450.83, 7967.23, 1800, 176.761, image_00053.png
6451.21, 7957.24, 1800, 177.866, image_00054.png
6451.39, 7947.24, 1800, 178.929, image_00055.png
6451.4, 7937.24, 1800, 179.948, image_00056.png
6451.24, 7927.24, 1800, 180.921, image_00057.png
6450.92, 7917.24, 1800, 181.852, image_00058.png
6450.44, 7907.26, 1800, 182.746, image_00059.png
6449.81, 7897.28, 1800, 183.6, image_00060.png
6449.05, 7887.31, 1800, 184.411, image_00061.png
6448.15, 7877.35, 1800, 185.161, image_00062.png
6447.13, 7867.4, 1800, 185.862, image_00063.png
6445.99, 7857.46, 1800, 186.522, image_00064.png
6444.75, 7847.54, 1800, 187.141, image_00065.png
6443.4, 7837.63, 1800, 187.728, image_00066.png
6441.96, 7827.74, 1800, 188.285, image_00067.png
6440.43, 7817.85, 1800, 188.816, image_00068.png
6438.81, 7807.99, 1800, 189.327, image_00069.png
6437.1, 7798.13, 1800, 189.816, image_00070.png
6435.32, 7788.29, 1800, 190.286, image_00071.png
6433.46, 7778.47, 1800, 190.742, image_00072.png
6431.52, 7768.66, 1800, 191.183, image_00073.png
6429.5, 7758.86, 1800, 191.613, image_00074.png
6427.42, 7749.08, 1800, 192.03, image_00075.png
6425.27, 7739.32, 1800, 192.44, image_00076.png
6423.04, 7729.57, 1800, 192.84, image_00077.png
6420.76, 7719.83, 1800, 193.233, image_00078.png
6418.4, 7710.11, 1800, 193.619, image_00079.png
6415.98, 7700.41, 1800, 194.003, image_00080.png
6413.5, 7690.72, 1800, 194.381, image_00081.png
6410.95, 7681.05, 1800, 194.755, image_00082.png
6408.34, 7671.4, 1800, 195.126, image_00083.png
6405.67, 7661.76, 1800, 195.499, image_00084.png
6402.94, 7652.14, 1800, 195.864, image_00085.png
6400.14, 7642.54, 1800, 196.235, image_00086.png
6397.29, 7632.96, 1800, 196.607, image_00087.png
6394.37, 7623.39, 1800, 196.977, image_00088.png
6391.38, 7613.85, 1800, 197.353, image_00089.png
6388.34, 7604.32, 1800, 197.728, image_00090.png
6385.23, 7594.82, 1800, 198.109, image_00091.png
6382.06, 7585.34, 1800, 198.496, image_00092.png
6378.82, 7575.87, 1800, 198.888, image_00093.png
6375.52, 7566.44, 1800, 199.284, image_00094.png
6372.15, 7557.02, 1800, 199.692, image_00095.png
6368.72, 7547.63, 1800, 200.105, image_00096.png
6365.21, 7538.26, 1800, 200.531, image_00097.png
6361.63, 7528.93, 1800, 200.967, image_00098.png
6357.98, 7519.62, 1800, 201.416, image_00099.png
6354.26, 7510.34, 1800, 201.88, image_00100.png
6350.45, 7501.09, 1800, 202.357, image_00101.png
6346.57, 7491.87, 1800, 202.854, image_00102.png
6342.61, 7482.69, 1800, 203.34, image_00103.png
6338.57, 7473.54, 1800, 203.816, image_00104.png
6334.46, 7464.43, 1800, 204.28, image_00105.png
6330.28, 7455.34, 1800, 204.725, image_00106.png
