X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 212.466, image_00000.png
6294.63, 8441.56, 1800, 212.466, image_00001.png
6289.28, 8433.12, 1800, 212.362, image_00002.png
6283.94, 8424.66, 1800, 212.248, image_00003.png
6278.63, 8416.19, 1800, 212.129, image_00004.png
6273.33, 8407.71, 1800, 211.996, image_00005.png
6268.05, 8399.21, 1800, 211.849, image_00006.png
6262.8, 8390.71, 1800, 211.693, image_00007.png
6257.57, 8382.18, 1800, 211.512, image_00008.png
6252.37, 8373.64, 1800, 211.319, image_00009.png
6247.21, 8365.07, 1800, 211.097, image_00010.png
6242.08, 8356.49, 1800, 210.856, image_00011.png
6236.99, 8347.88, 1800, 210.577, image_00012.png
6231.95, 8339.24, 1800, 210.266, image_00013.png
6226.96, 8330.58, 1800, 209.909, image_00014.png
6222.04, 8321.87, 1800, 209.501, image_00015.png
6217.19, 8313.13, 1800, 209.014, image_00016.png
6212.42, 8304.34, 1800, 208.454, image_00017.png
6207.76, 8295.49, 1800, 207.779, image_00018.png
6203.23, 8286.58, 1800, 206.956, image_00019.png
6198.85, 8277.58, 1800, 205.937, image_00020.png
6194.68, 8268.49, 1800, 204.642, image_00021.png
6190.79, 8259.29, 1800, 202.934, image_00022.png
6187.27, 8249.93, 1800, 200.592, image_00023.png
6184.31, 8240.37, 1800, 197.173, image_00024.png
6182.27, 8230.58, 1800, 191.768, image_00025.png
6181.88, 8220.59, 1800, 182.199, image_00026.png
6184.68, 8211, 1800, 136.001, image_00027.png
6191.66, 8203.85, 1800, 114.356, image_00028.png
6200.78, 8199.76, 1800, 104.059, image_00029.png
6210.48, 8197.34, 1800, 99.8288, image_00030.png
6220.34, 8195.64, 1800, 98.6107, image_00031.png
6230.22, 8194.14, 1800, 99.1349, image_00032.png
6240.09, 8192.55, 1800, 100.851, image_00033.png
6249.91, 8190.66, 1800, 103.485, image_00034.png
6259.64, 8188.32, 1800, 106.877, image_00035.png
6269.2, 8185.4, 1800, 110.887, image_00036.png
6278.54, 8181.82, 1800, 115.403, image_00037.png
6287.56, 8177.52, 1800, 120.259, image_00038.png
6296.19, 8172.46, 1800, 125.309, image_00039.png
6304.34, 8166.67, 1800, 130.351, image_00040.png
6311.95, 8160.18, 1800, 135.242, image_00041.png
6318.98, 8153.07, 1800, 139.873, image_00042.png
6325.41, 8145.42, 1800, 144.156, image_00043.png
6331.26, 8137.3, 1800, 148.061, image_00044.png
6336.54, 8128.81, 1800, 151.59, image_00045.png
6341.29, 8120.01, 1800, 154.757, image_00046.png
6345.54, 8110.96, 1800, 157.594, image_00047.png
6349.35, 8101.71, 1800, 160.121, image_00048.png
6352.74, 8092.31, 1800, 162.281, image_00049.png
6355.78, 8082.78, 1800, 164.116, image_00050.png
6358.51, 8073.16, 1800, 165.708, image_00051.png
6360.97, 8063.47, 1800, 167.105, image_00052.png
6363.2, 8053.72, 1800, 168.35, image_00053.png
6365.21, 8043.92, 1800, 169.47, image_00054.png
6367.04, 8034.09, 1800, 170.488, image_00055.png
6368.69, 8024.23, 1800, 171.423, image_00056.png
6370.18, 8014.34, 1800, 172.289, image_00057.png
6371.52, 8004.43, 1800, 173.095, image_00058.png
6372.72, 7994.5, 1800, 173.849, image_00059.png
6373.79, 7984.56, 1800, 174.563, image_00060.png
6374.73, 7974.6, 1800, 175.239, image_00061.png
6375.56, 7964.64, 1800, 175.887, image_00062.png
6376.27, 7954.66, 1800, 176.507, image_00063.png
6376.88, 7944.68, 1800, 177.1, image_00064.png
6377.39, 7934.7, 1800, 177.68, image_00065.png
6377.79, 7924.7, 1800, 178.241, image_00066.png
6378.09, 7914.71, 1800, 178.79, image_00067.png
6378.3, 7904.71, 1800, 179.325, image_00068.png
